1785936715,lts-prometheus,13.95
1785936720,loadtest-sim-k6-run-229318270606,90.65
1785936720,lts-app,110.61
1785936720,lts-nginx,0.00
1785936720,lts-grafana,0.93
1785936720,lts-pg-exporter,0.00
1785936720,lts-postgres,66.39
1785936720,lts-prometheus,12.28
1785936724,loadtest-sim-k6-run-229318270606,107.72
1785936724,lts-app,102.27
1785936724,lts-nginx,0.00
1785936724,lts-grafana,0.82
1785936724,lts-pg-exporter,0.00
1785936724,lts-postgres,57.95
1785936724,lts-prometheus,1.24
1785936728,loadtest-sim-k6-run-229318270606,87.49
1785936728,lts-app,111.51
1785936728,lts-nginx,0.00
1785936728,lts-grafana,0.86
1785936728,lts-pg-exporter,0.00
1785936728,lts-postgres,58.56
1785936728,lts-prometheus,0.33
1785936732,loadtest-sim-k6-run-229318270606,91.83
1785936732,lts-app,110.28
1785936732,lts-nginx,0.00
1785936732,lts-grafana,0.89
1785936732,lts-pg-exporter,0.00
1785936732,lts-postgres,59.76
1785936732,lts-prometheus,52.86
1785936736,loadtest-sim-k6-run-229318270606,100.66
1785936736,lts-app,113.17
1785936736,lts-nginx,0.00
1785936736,lts-grafana,1.14
1785936736,lts-pg-exporter,0.00
1785936736,lts-postgres,66.79
1785936736,lts-prometheus,0.48
1785936740,loadtest-sim-k6-run-229318270606,97.20
1785936740,lts-app,113.32
1785936740,lts-nginx,0.00
1785936740,lts-grafana,1.59
1785936740,lts-pg-exporter,0.00
1785936740,lts-postgres,63.83
1785936740,lts-prometheus,32.22
1785936744,loadtest-sim-k6-run-229318270606,89.75
1785936744,lts-app,107.37
1785936744,lts-nginx,0.00
1785936744,lts-grafana,0.84
1785936744,lts-pg-exporter,1.03
1785936744,lts-postgres,58.94
1785936744,lts-prometheus,0.88
1785936749,loadtest-sim-k6-run-229318270606,101.97
1785936749,lts-app,94.47
1785936749,lts-nginx,0.00
1785936749,lts-grafana,0.73
1785936749,lts-pg-exporter,1.53
1785936749,lts-postgres,45.69
1785936749,lts-prometheus,0.14
1785936753,loadtest-sim-k6-run-229318270606,89.66
1785936753,lts-app,106.20
1785936753,lts-nginx,0.00
1785936753,lts-grafana,0.85
1785936753,lts-pg-exporter,0.98
1785936753,lts-postgres,52.23
1785936753,lts-prometheus,25.91
