epoch,name,cpu_percent
1785934869,lts-postgres,18.71
1785934873,loadtest-sim-k6-run-4ff280f7281c,40.11
1785934873,lts-app,66.93
1785934873,lts-prometheus,26.76
1785934873,lts-nginx,0.00
1785934873,lts-cadvisor,1.44
1785934873,lts-pg-exporter,0.91
1785934873,lts-grafana,0.78
1785934873,lts-postgres,17.89
1785934877,loadtest-sim-k6-run-4ff280f7281c,43.37
1785934877,lts-app,89.55
1785934877,lts-prometheus,35.46
1785934877,lts-nginx,0.00
1785934877,lts-cadvisor,2.60
1785934877,lts-pg-exporter,6.65
1785934877,lts-grafana,4.15
1785934877,lts-postgres,28.29
1785934881,loadtest-sim-k6-run-4ff280f7281c,40.82
1785934881,lts-app,66.16
1785934881,lts-prometheus,35.95
1785934881,lts-nginx,0.00
1785934881,lts-cadvisor,2.25
1785934881,lts-pg-exporter,1.03
1785934881,lts-grafana,0.83
1785934881,lts-postgres,18.78
1785934885,loadtest-sim-k6-run-4ff280f7281c,39.44
1785934885,lts-app,62.53
1785934885,lts-prometheus,42.29
1785934885,lts-nginx,0.00
1785934885,lts-cadvisor,1.67
1785934885,lts-pg-exporter,0.00
1785934885,lts-grafana,0.74
1785934885,lts-postgres,19.92
1785934889,loadtest-sim-k6-run-4ff280f7281c,40.96
1785934889,lts-app,63.17
1785934889,lts-prometheus,48.04
1785934889,lts-nginx,0.00
1785934889,lts-cadvisor,1.96
1785934889,lts-pg-exporter,0.00
1785934889,lts-grafana,0.76
1785934889,lts-postgres,19.95
1785934893,loadtest-sim-k6-run-4ff280f7281c,34.50
1785934893,lts-app,63.23
1785934893,lts-prometheus,52.72
1785934893,lts-nginx,0.00
1785934893,lts-cadvisor,1.91
1785934893,lts-pg-exporter,1.37
1785934893,lts-grafana,0.80
1785934893,lts-postgres,17.57
1785934898,loadtest-sim-k6-run-4ff280f7281c,46.28
1785934898,lts-app,69.34
1785934898,lts-prometheus,51.65
1785934898,lts-nginx,0.00
1785934898,lts-cadvisor,0.71
1785934898,lts-pg-exporter,0.00
1785934898,lts-grafana,0.76
1785934898,lts-postgres,20.18
1785934902,loadtest-sim-k6-run-4ff280f7281c,39.57
1785934902,lts-app,62.93
1785934902,lts-prometheus,51.05
1785934902,lts-nginx,0.00
1785934902,lts-cadvisor,0.20
1785934902,lts-pg-exporter,0.00
1785934902,lts-grafana,0.70
1785934902,lts-postgres,17.81
1785934906,loadtest-sim-k6-run-4ff280f7281c,41.06
1785934906,lts-app,67.27
1785934906,lts-prometheus,51.52
1785934906,lts-nginx,0.00
1785934906,lts-cadvisor,0.44
1785934906,lts-pg-exporter,0.00
1785934906,lts-grafana,0.98
1785934906,lts-postgres,18.74
1785934910,loadtest-sim-k6-run-4ff280f7281c,41.65
1785934910,lts-app,65.91
1785934910,lts-prometheus,50.74
1785934910,lts-nginx,0.00
1785934910,lts-cadvisor,0.43
1785934910,lts-pg-exporter,0.00
1785934910,lts-grafana,0.73
1785934910,lts-postgres,19.08
